AISHE_ID,CollegeName,State,Teacher,Student,Hostels,Labs,PhD,S_F_Ratio,Predicted_Rank
C-42483,RAJ KISHORE VERMA MAHAVIDYALA,Uttar Pradesh,8,185,0,10,97,23.125,25.66848134
C-20012,Shri Laxminarayan Sanskrit,Karnataka,5,81,0,10,61,16.2,25.67415348
C-53733,SANT MEERA INSTITUTE OF PROFESSIONA,Tamil Nadu,6,112,0,10,51,18.66666667,25.67977948
C-43755,"Christ Nagar College of Education,",Andhra Pradesh,8,74,0,10,87,9.25,25.68548291
C-6654,L N PATEL EDUCATION COLLEGE,Tamil Nadu,15,100,0,10,76,6.666666667,25.68836548
C-55256,GANDHI INSTITUTION OF SOFTWARE,Punjab,5,73,0,10,89,14.6,25.69409519
C-48877,"VIJAY DEGREE COLLEGE, SAILAYA",Rajasthan,47,1516,0,10,87,32.25531915,25.69464367
C-35766,"R.M. Devi C.D. Rai College, Nuwan,",Haryana,40,2374,0,10,84,59.35,25.69467603
C-16577,Jaya Engineering College,Uttar Pradesh,173,1699,3,10,93,9.820809249,25.69761611
C-51990,"UNIVERSITY INSTITUTE OF TECHNOLOGY,",Rajasthan,14,219,0,10,82,15.64285714,25.7007284
C-50631,Tauhid Education Societys,Gujarat,3,25,1,10,91,8.333333333,25.70088171
C-35012,"IASE Govt. College of Education,",Punjab,12,152,0,10,64,12.66666667,25.70170398
C-34387,Marathwada Shikshan Prasarak,Karnataka,104,2798,1,10,56,26.90384615,25.70935461
C-33887,Rashtriya Mill Mazdoor Sanghs G.D.,Himachal Pradesh,7,153,0,10,68,21.85714286,25.71548957
C-5887,M. M. Gandhi Arts & Commerce,Gujarat,15,748,0,0,89,49.86666667,25.72374451
C-23853,St. Joseph's College for Women,Madhya Pradesh,98,1889,1,10,87,19.2755102,25.726412
C-26544,Shri Arjuna Rama TT College,Rajasthan,16,26,0,10,71,1.625,25.72774616
C-19968,Varanaseya Shri Goswami Tulasidas,Karnataka,2,51,1,10,100,25.5,25.72880978
C-48327,THE INSTITUTE FOR ACADEMIC,Karnataka,29,396,0,0,68,13.65517241,25.7310213
C-43765,UKF College of Engineering and,Assam,94,1100,2,10,68,11.70212766,25.73135873
C-52112,CT INSTITUTE OF ARCHITECTUR,Tamil Nadu,16,75,2,10,84,4.6875,25.732135
C-17728,"Basava Bharathi First Grade College,",Bihar,9,86,0,0,52,9.555555556,25.74072352
C-20980,"Oxford College of Arts, No.40, 1st Phase, J.P.",Telangana,11,232,2,10,96,21.09090909,25.74801819
C-39706,Hi-Tech. Medical College &,Manipur,130,609,4,10,88,4.684615385,25.74804868
C-34598,Shri Sharad Chandraji Pawar Arts &,Karnataka,13,241,0,0,84,18.53846154,25.75623162
C-46342,"KP ENGINEERING COLLEGE,",Karnataka,106,324,2,10,78,3.056603774,25.7598989
C-20841,"V.V Puram Science college, K.R",Jammu and Kashmir,19,272,0,10,87,14.31578947,25.76056205
C-460,A. R. COLLEGE OF PHARMACY & G.H.P.,Tamil Nadu,4,88,2,10,59,22,25.76258458
C-7211,Smt. Y.J.J. Doshi Arts and Commerce,Tamil Nadu,15,1510,0,10,97,100.6666667,25.76301814
C-43971,SHREE CHANDRAPRABU JAIN,Karnataka,61,537,0,0,96,8.803278689,25.76431371
C-53093,"GTB COLLEGE , BALLOH Dist Bathinda",Uttar Pradesh,13,196,0,10,79,15.07692308,25.76577373
C-10200,SES WELFARE'S SWAMI,Rajasthan,3,36,0,10,64,12,25.76605565
C-59669,DOON INSTITUTE OF AYURVEDA,Telangana,21,88,2,10,59,4.19047619,25.76664412
C-48712,NIBEDITA TEACHERS TRAINING,Madhya Pradesh,27,294,1,10,80,10.88888889,25.76916619
C-28739,M.B. GIRLS COLLEGE DADRI,Karnataka,8,744,0,10,77,93,25.77033026
C-49876,"GOVERNMENT NAVEEN COLLEGE,",Karnataka,3,339,0,10,75,113,25.77377706
C-58649,FOOTWEAR DESIGN AND DEVELOPMEN,Andhra Pradesh,13,68,2,10,98,5.230769231,25.77402863
C-995,SHRI SATYAPRAKASH COLLEGE OF,Madhya Pradesh,10,103,0,10,65,10.3,25.7827459
C-52696,VEERMATI VIDHYA MAHAVIDYALA,Bihar,23,1012,0,10,53,44,25.78596927
C-42169,"Gramonnati Mandals Arts, Science &",Tamil Nadu,71,2181,2,10,64,30.71830986,25.79081643
C-56375,MAA BEHFAHIYA GIRL DEGREE,Telangana,1,282,0,0,90,282,25.79716091
C-50792,Mahatma Gandhi Mahavidyalay,Andhra Pradesh,8,401,0,10,80,50.125,25.80514902
C-28635,COSMOS COLLEGE OF EDUCATION,Madhya Pradesh,11,73,0,10,90,6.636363636,25.80597566
C-13417,Gramodaya Mahavidyalaya & Research,Andhra Pradesh,45,1163,0,0,64,25.84444444,25.81362217
C-30793,New Age College of Education,Gujarat,14,209,0,10,67,14.92857143,25.81428081
C-6025,Shri K. G. Patel College of Education,Rajasthan,9,50,0,10,57,5.555555556,25.81914317
C-42704,"Kalyani MCA College, Eethamukkala",Uttar Pradesh,1,16,2,10,79,16,25.82840413
C-10917,"K.M Women's College,Keonjhar",Karnataka,21,774,1,10,64,36.85714286,25.82888332
C-19971,Shri Baldev Das Hanumat Sanskrit,Uttar Pradesh,6,157,0,10,92,26.16666667,25.8323465
C-1368,"Visvesvaraya Technological University,",Telangana,45,134,5,10,94,2.977777778,25.83388889
C-16466,Kings Engineering College,Karnataka,67,829,2,10,93,12.37313433,25.83642114
C-53754,Bijuri Institute Of technology,Karnataka,3,69,0,10,98,23,25.84031654
C-11319,"Venkateshwar Vidyapeeth, Village Dhillo,",Karnataka,10,107,0,10,61,10.7,25.84058389
C-55291,Haritha Nursing Academy,Tamil Nadu,31,373,2,10,70,12.03225806,25.84112564
C-58776,MO.LA.PATEL COMMERCE COLLEGE,Gujarat,3,19,1,10,58,6.333333333,25.84542811
C-48563,"Shri Vinoba Bhave College of Nursing,",Gujarat,22,245,1,0,74,11.13636364,25.85000222
C-12921,"Jehanabad College, Jehanabad",Maharashtra,21,681,0,10,81,32.42857143,25.85520726
C-16010,"Krishak Mahavidyalaya, Koiriyapar ,",Maharashtra,3,1134,0,10,56,378,25.87232425
C-42447,JAGDAMBA SHARAN SINGH,Maharashtra,24,1890,0,0,50,78.75,25.8915792
C-47461,"FATIMA DEGREE COLLEGE,",Rajasthan,9,77,0,10,83,8.555555556,25.89161779
C-53646,RAVINDRANATH TAGORE COMPUTER,Maharashtra,4,41,0,10,94,10.25,25.8978028
C-58735,"Samarth Rural Educational Institute,",Gujarat,14,231,2,0,79,16.5,25.89803212
C-49915,BHAGWATI PRASAD MAHAVIDYALA,Gujarat,38,81,0,10,75,2.131578947,25.90244383
C-60004,INSTITUTE OF ENGINEERING AND,Rajasthan,106,493,5,10,60,4.650943396,25.90501711
C-56439,B547 AL-AMEEN SYED MAHABOOB,Maharashtra,6,78,0,0,69,13,25.90537534
C-46068,VELLALAR COLLEGE OF NURSING (Inst.,Tamil Nadu,18,175,1,10,70,9.722222222,25.90620257
C-12896,"K.P.S. Sna College, H.Ganj",Himachal Pradesh,15,1112,0,10,51,74.13333333,25.90801055
C-6347,Polytechnic in Agro-Processing-,Uttar Pradesh,2,76,1,10,88,38,25.90970063
C-27036,Vins Christian Women College of,Karnataka,90,341,1,10,98,3.788888889,25.90974698
C-18064,Visakha Institute of Engineering &,Assam,89,982,2,10,52,11.03370787,25.91215447
C-48430,"AZIZ COLLEGE OF LAW, JAHANGIRPUR",Andhra Pradesh,8,76,0,0,73,9.5,25.91719498
C-43179,Mhatama Jyotiba Fule Mahavidyalay,Uttar Pradesh,19,416,0,10,95,21.89473684,25.91831994
C-49405,VICTORIA JUBILEE COLLEGE OF,Rajasthan,23,207,1,10,95,9,25.91860868
C-28721,GANPATI INSTITUTE OF SCIENCE &,Rajasthan,8,90,0,10,58,11.25,25.92080428
C-61173,Puratchi Thalaivar Dr. MGR,Uttar Pradesh,16,977,0,10,73,61.0625,25.92336808
C-17538,Sri Nataraja Residentional First grade,Tamil Nadu,30,574,1,10,54,19.13333333,25.92383812
C-19548,Ganga Pharmacy College,Andhra Pradesh,21,91,0,10,56,4.333333333,25.92578037
C-48545,"BR NATH PAI ART, COMMERCE",Pondicherry,9,89,0,10,60,9.888888889,25.92720298
C-59871,RANGUMUDRI COLLEGE OF SCIENCE AND,Uttar Pradesh,9,102,0,10,82,11.33333333,25.92805426
C-24185,"Smt.B.S.R.Degree College,",West Bengal,20,36,0,10,85,1.8,25.93709607
C-53669,Govt Collage shahgarh,Andhra Pradesh,1,1123,0,10,73,1123,25.94090887
C-31070,RAJIV GANDHI INSTITUTE OF COMPUTER &,Maharashtra,6,100,0,0,96,16.66666667,25.94744297
C-13454,"Muslim Degree College,",Gujarat,14,591,0,10,96,42.21428571,25.95151255
C-17849,"Government First Grade College,",Pondicherry,21,273,0,0,71,13,25.95298968
C-8641,Smt. Ugama devi Bhavarlal Theosophical,Gujarat,17,501,0,10,97,29.47058824,25.96292194
C-25474,Sri Padmanabha Degree,Gujarat,19,333,0,10,74,17.52631579,25.97240186
C-19693,Kasireddy Narayan Reddy College,Haryana,158,1819,2,0,76,11.51265823,25.97732905
C-9054,B278 Jasmine College of Education,Andhra Pradesh,16,82,0,10,74,5.125,25.97798269
C-8172,"JESUS TRAINING COLLEGE,",Madhya Pradesh,13,97,1,10,65,7.461538462,25.98134572
C-43540,"K.S. COLLEGE, SERAIKELLA",Uttar Pradesh,15,4313,1,10,88,287.5333333,25.9913462
C-8463,Golaghat Pubanchalik College.,Uttar Pradesh,27,1195,0,0,72,44.25925926,25.99383826
C-45011,C411 SRI MAILARLINGESHWAR FIRST,Andhra Pradesh,9,64,0,0,97,7.111111111,25.99439567
C-27203,"Sadhana Degree College, near",Kerala,15,315,0,10,60,21,26.00396349
C-49574,International School of Management,West Bengal,14,326,0,10,72,23.28571429,26.00591875
C-55475,LYDIA COLLEGE OF PHARMACY,Odisha,32,323,3,10,77,10.09375,26.00958605
C-60598,TULASI COLLEGE OF NURSING,Karnataka,10,90,2,10,84,9,26.02839264
C-50394,"PT. RAMGOPAL TIWARI COLLEGE,",Maharashtra,5,29,0,10,94,5.8,26.02862089
C-58419,C660 Basaveshwara Degree,Gujarat,7,76,0,0,74,10.85714286,26.02990235
C-53915,SAI INSTITUTE OF COMPUTER SCIENE,Telangana,7,115,0,10,97,16.42857143,26.03226715
C-60501,"Sova Ram Borgoyari College,",Maharashtra,19,474,0,10,90,24.94736842,26.03760201
C-49809,OYSTER COLLEGE OF NURSING (B,Telangana,17,133,2,10,50,7.823529412,26.03829395
C-50287,"SIDDARTHA DEGREE COLLEGE,",Gujarat,4,252,0,10,55,63,26.04215807
C-52863,Shree M.D.Patel Arts and Science,West Bengal,11,357,1,10,67,32.45454545,26.04634455
C-45495,DR.KAMAKSHI MEMORIAL HOSPITAL PVT.,Madhya Pradesh,4,87,1,0,52,21.75,26.0463609
C-9713,Utkarsh Shiksha Mahavidyalay,Maharashtra,12,198,2,10,51,16.5,26.04657475
C-35705,"Anjuman Centary B.Ed College,",Andhra Pradesh,6,88,0,10,63,14.66666667,26.04765295
C-47624,SHRI KEDARNATH SANATAN,Maharashtra,6,155,0,0,52,25.83333333,26.04978473
C-42957,"Shivramji Moghe Science, Arts",Rajasthan,27,701,0,10,97,25.96296296,26.05418386
C-39240,Bapuji College of Education,Uttar Pradesh,14,87,0,10,65,6.214285714,26.05602753
C-58359,District Institute of Education and,Gujarat,15,86,0,10,67,5.733333333,26.0635327
C-41464,Marathwada Mitra Mandal's Shankarrao,Andhra Pradesh,14,1133,1,10,86,80.92857143,26.06651846
C-9307,C397 Basaweshwar College Of,Madhya Pradesh,12,85,0,10,69,7.083333333,26.06711646
C-58626,"VIVEKANAND INTEGRATED COLLEGE,",Telangana,10,93,0,10,98,9.3,26.06711646
C-19865,Sree Dattha Institute of Pharmacy,Telangana,57,583,2,10,79,10.22807018,26.06798728
C-21173,"Al-Mighty First Grade College, No.23, Opp.",Maharashtra,10,87,0,0,53,8.7,26.07232092
C-51723,SHANTHA COLLEGE OF COMMERCE,Jharkhand,11,100,0,0,58,9.090909091,26.07871919
C-35542,Shri Siddarameshwar Education,Maharashtra,10,93,1,10,70,9.3,26.08571984
C-12475,MUNNULAL DWIVEDI MAHAVIDYALA,Uttar Pradesh,16,272,0,10,64,17,26.0891123
C-45873,DR D Y PATIL EDUCATIONAL ENTERPRISES,Rajasthan,25,76,2,0,73,3.04,26.0945748
C-45633,SCHIEFFELIN INSTITUTE OF HEALTH -,Karnataka,38,144,2,10,92,3.789473684,26.09676852
C-50180,NAZIRI MAHAVIDHYALAYA,Manipur,7,649,0,0,51,92.71428571,26.09748893
C-34023,Late Shri Vishnu Waman,Assam,238,11479,1,0,67,48.23109244,26.10346621
C-35131,"Gyanodya Inst. of Management,",Maharashtra,11,873,0,10,96,79.36363636,26.10475329
C-20906,Sri Vardhaman Mahaveer Jain Evening,West Bengal,5,48,0,10,97,9.6,26.11012368
C-19070,Vivekananda Mission Mahavidyalay,Madhya Pradesh,77,2347,2,10,82,30.48051948,26.11111107
C-9233,C448 Bujari & Biradar College of,Rajasthan,12,78,0,10,83,6.5,26.11226116
C-1025,SHRI H.N.SHUKLA B.ED. COLLEGE -,Gujarat,15,154,0,10,93,10.26666667,26.12277306
C-31351,ITC TECHNOSOFT VARANASI,Telangana,2,53,0,10,50,26.5,26.1231185
C-48581,GUJARAT INSTITUTE OF TECHNICAL,Kerala,7,122,0,10,85,17.42857143,26.12713382
C-25026,Vetri Vinayaha College of Engineering,Haryana,83,576,2,10,78,6.939759036,26.12848759
C-44135,Sadabai Raisoni Women's,Karnataka,14,610,0,10,58,43.57142857,26.13163448
C-30525,Venkata Padmavthi College of,Tamil Nadu,18,83,2,10,53,4.611111111,26.13334484
C-34690,"JAIN DEGREE COLLEGE, BHIND",Tamil Nadu,17,1084,0,0,94,63.76470588,26.1364757
C-4126,Tolani Institute of Law,West Bengal,6,338,2,0,70,56.33333333,26.13836659
C-57525,CHAITANYA COLLEGE OF EDUCATION,Uttarakhand,9,73,0,10,93,8.111111111,26.14238919
C-12777,"NAGAR NIGAM DEGREE COLLEGE,",Uttar Pradesh,19,532,0,10,84,28,26.14348536
C-48732,"JORHAT MEDICAL COLLEGE,",Kerala,189,514,6,0,51,2.71957672,26.14354337
C-5840,S. D. Arts & B. R. Commerce College,Telangana,26,2115,2,0,71,81.34615385,26.14550263
C-9541,Sri Venkateswara College of Arts,Jharkhand,38,634,0,10,77,16.68421053,26.15062598
C-18431,Ranibai Agnihotri College of,Madhya Pradesh,25,384,2,10,51,15.36,26.15230736
C-40601,Gopala Gowda Shantaveri Memorial,Maharashtra,32,209,2,10,67,6.53125,26.15452129
C-22016,"Vidya Degree College, Marikal",Uttar Pradesh,14,303,0,10,66,21.64285714,26.15490172
C-53413,Shahid Matangani Hazra Govt.,Karnataka,26,645,0,10,89,24.80769231,26.15797307
C-8146,"SALAFIYYA ARABIC COLLEGE,",Odisha,8,149,2,0,67,18.625,26.16332548
C-60493,"ROYAL RAJASTHAN COLLEGE,",Andhra Pradesh,11,23,0,10,99,2.090909091,26.16758007
C-15763,SHRI SHIVAJI MAHAVIDHYALAYA BARSHI,Bihar,58,2327,1,0,94,40.12068966,26.17156005
C-847,CREATION B.S.W. COLLEGE RAJKOT,Uttar Pradesh,6,89,0,0,50,14.83333333,26.1732572
C-55166,BHOJIA INSTITUTE OF NURSING,Rajasthan,13,81,1,10,77,6.230769231,26.17334273
C-46870,GCRG MEMORIAL TRUSTS,Karnataka,10,75,2,10,88,7.5,26.17656417
C-43730,"Badhariya B.Ed Training College,",Rajasthan,7,85,0,10,70,12.14285714,26.17825505
C-42381,"VIMLA VIKRAM MAHAVIDYALAYA,",Uttar Pradesh,75,5593,0,10,88,74.57333333,26.18054433
C-22973,Galaxy College of Education,Telangana,6,92,2,10,55,15.33333333,26.18132752
C-29518,Tansen Sangeet Mahavidhyala,Tamil Nadu,4,74,0,10,60,18.5,26.18240767
C-60206,D587 SARVODAYA DEGREE,Karnataka,8,69,0,0,89,8.625,26.18708712
C-36455,Arcot Sri Mahalaalakshmi Women's,Assam,11,77,1,10,85,7,26.19741419
C-11423,"Indian institute of Legal Studies,",Uttar Pradesh,12,142,1,10,92,11.83333333,26.19778878
C-10292,Government Institute of Pharmaceutica,Madhya Pradesh,8,109,2,10,98,13.625,26.2046859
C-12738,"LUCKNOW CHRISTIAN COLLEGE,",Telangana,41,3564,1,10,98,86.92682927,26.20621958
C-17596,"Bharathi College of Education,",Haryana,17,71,2,10,96,4.176470588,26.20949259
C-58772,RAJKEEYA MAHILA MAHAVIDYALA,Odisha,8,51,0,10,70,6.375,26.21895237
C-33106,"MODERN COLLEGE OF EDUCATION,",Karnataka,7,97,0,10,64,13.85714286,26.22268073
C-56374,"Government Degree College,",Gujarat,2,308,2,0,93,154,26.22268073
C-36266,Sri Dadaji Institute of Technology &,Maharashtra,83,576,0,10,50,6.939759036,26.23304531
C-43741,"KVVS College of Science & Technology,",Karnataka,38,1007,1,10,90,26.5,26.23921685
C-32709,Sri Majeti Guravaiah Degree,Tamil Nadu,12,150,0,0,65,12.5,26.23928485
C-36901,Karuna Shikshan Prashikshan,Gujarat,28,321,0,10,86,11.46428571,26.2419494
C-56450,B551 VIVEKANAND DEGREE,Maharashtra,9,78,0,0,72,8.666666667,26.24226631
C-30824,Goa College of Home Science Campal Panaji,Gujarat,12,135,0,10,88,11.25,26.24359283
C-59147,NARMADA INSTITUTE OF TECHNOLOGY,Telangana,10,134,0,10,85,13.4,26.24477234
C-33847,Raosaheb Gogate College of,Rajasthan,12,521,1,10,76,43.41666667,26.24615414
C-58731,HON.R.R.PATIL COLLEGE OF HOMOEOPATH,Punjab,16,54,2,10,56,3.375,26.2466527
C-42933,"Jijamata Mahavidyalaya, Buldhana",Gujarat,40,1250,2,10,58,31.25,26.25057788
C-42517,MANISHI MAHILA MAHAVIDYALA,Karnataka,19,884,1,10,74,46.52631579,26.25207858
C-6032,J. G. College of Education,Karnataka,5,99,1,0,57,19.8,26.25391553
C-47280,"Vidyodaya College, Manawar",Kerala,21,589,0,10,65,28.04761905,26.25847544
C-42286,"L.B.S. P.G. COLLEGE, GONDA",Jammu and Kashmir,55,6936,1,10,78,126.1090909,26.26112243
C-24934,SPOORTHY DEGREE COLLEGE,Maharashtra,18,544,0,10,95,30.22222222,26.26191065
C-55153,BHAVITHA DEGREE COLLEGE,Andhra Pradesh,5,72,0,10,96,14.4,26.26318303
C-40792,"Malaram T.T. College, Sankhan Tal",Uttar Pradesh,16,135,0,10,76,8.4375,26.26572542
C-20047,Adarsh Sangved Sanskrit,Rajasthan,1,66,0,0,95,66,26.26798627
C-33798,Mandar Education Societys,Karnataka,27,266,2,10,70,9.851851852,26.27015027
C-60850,NRI International Degree,Uttar Pradesh,9,103,4,10,85,11.44444444,26.27298657
C-52820,RAM BUKSH SINGH SMARAK,Chattisgarh,2,273,0,10,84,136.5,26.27770278
C-24307,Madhu College of Education,Uttarakhand,16,168,0,10,83,10.5,26.28070255
C-9886,"J H PATEL EDUCATION COLLEGE,",Karnataka,10,82,0,10,86,8.2,26.28632038
C-21515,"GOVERNMENT DEGREE COLLEGE,",Maharashtra,25,71,0,10,75,2.84,26.30433202
C-43609,National Institute of Speech and,Madhya Pradesh,32,223,0,0,81,6.96875,26.30528912
C-440,"Institute of Science, Nirma",Uttar Pradesh,12,233,0,10,76,19.41666667,26.3097744
C-12800,SWAMI VIVEKANAND MAHILA,Gujarat,20,448,0,0,94,22.4,26.31271431
C-14768,Mahendhira College of Education,Maharashtra,11,185,2,10,62,16.81818182,26.31573167
C-15588,SHRI MAHAVIR B.ED.COLLEGE-,Rajasthan,14,200,0,10,54,14.28571429,26.31744199
C-15492,INST.OF INFORMATION &,Madhya Pradesh,45,2437,0,10,85,54.15555556,26.31797579
C-35982,Modern Institute of Pharmaceutica,Gujarat,36,398,0,10,50,11.05555556,26.32099778
C-39651,"Ranpur College, Ranpur",Andhra Pradesh,37,1041,0,10,88,28.13513514,26.32152544
C-21433,"Govt. Degree College Boys Sopore,",Maharashtra,101,4743,1,0,93,46.96039604,26.32255246
C-41799,Navjeevan Education Societys,West Bengal,7,102,0,0,73,14.57142857,26.32531946
C-18571,"Central India Teachers College,",Uttar Pradesh,8,96,0,10,50,12,26.33265132
C-437,"Institute of Management, Nirma",Gujarat,61,1156,0,10,62,18.95081967,26.33287144
C-11597,Jai Bharath Arts and Science,Karnataka,74,1542,2,10,85,20.83783784,26.33456825
C-31204,MAGICAL INSTITUTE OF MEDIA,Karnataka,5,58,0,10,60,11.6,26.33656233
C-50731,PT BAL KRISHNA KRISHNA,West Bengal,5,472,0,10,59,94.4,26.33755485
C-20828,"Aristotle College of Education,",Uttar Pradesh,2,90,2,10,60,45,26.33806419
C-20565,Shri Paramhansanant Sanskrit,Madhya Pradesh,3,166,1,10,95,55.33333333,26.34061393
C-7227,"Polytechnic in Agriculture, Vaso",Uttar Pradesh,4,90,2,0,56,22.5,26.3414941
C-42427,GURU VASHISTH MAHAVIDYALA,Andhra Pradesh,10,1002,0,10,63,100.2,26.34297211
C-33562,Bhavika Vidya Prasarak Mandal,Maharashtra,5,95,0,10,52,19,26.34333785
C-58194,SHREE DINESHBHAI SHAMJIBHAI,Karnataka,7,80,2,10,90,11.42857143,26.34803151
C-47289,GANDHI MEMORIAL COLLEGE FOR,Telangana,13,75,0,10,91,5.769230769,26.3576744
C-46272,"FMG ACADEMY GROUP OF INSTITUTIONS,",Rajasthan,33,79,0,10,83,2.393939394,26.35833094
C-33516,Sahyadri Shikshan Sansthas,Odisha,4,189,1,10,64,47.25,26.3611991
C-53826,BALAJI INSTITUTE OF COMPUTER,Uttar Pradesh,16,91,0,10,60,5.6875,26.36993201
C-58685,R J LAW MAHAVIDYALAYA,Odisha,2,40,0,10,74,20,26.37101687
C-60693,Saraswati College of Education and,Uttar Pradesh,9,149,0,10,65,16.55555556,26.37427877
C-31227,E-@NET COMPUTERS PANDHURNA,Haryana,5,72,0,10,97,14.4,26.37574009
C-42161,Vasantdada Patil Pratishthans,Karnataka,9,548,0,0,88,60.88888889,26.37597773
C-52849,MAHILA SHIKSHAN PRASHIKSHAN,Karnataka,19,185,0,10,98,9.736842105,26.38098149
C-28727,B.L. ACADEMY OF HIGHER EDUCATION,Gujarat,5,95,2,10,51,19,26.38983329
C-60104,MAHAMAYA COLLEGE OF EDUCATION,Gujarat,23,100,0,10,54,4.347826087,26.39022308
C-41964,Kasturi Education Sanstha's,Madhya Pradesh,18,247,1,10,57,13.72222222,26.3903602
C-20768,"Kaveri First Grade College, APS School",Himachal Pradesh,30,182,0,10,68,6.066666667,26.39194049
C-18296,"S Chandra Women's College, Arjuni",Madhya Pradesh,6,185,0,10,86,30.83333333,26.39230123
C-53746,ADVANCE INFOTECH,Delhi,3,88,0,10,66,29.33333333,26.39909461
C-50027,MATOSHRI GURUBASAVVA,Karnataka,8,21,0,0,53,2.625,26.40247886
C-41167,"Pioneer Kumaraswamy College,",Maharashtra,38,724,0,10,63,19.05263158,26.40478763
C-55714,Vinayaka College of Physiotherapy,Odisha,2,0,0,10,63,0,26.40580437
C-5983,Sarvodaya College of Education,Karnataka,14,240,1,10,94,17.14285714,26.40939364
C-51618,RABINDRANATH TAGORE INSTITUTE OF,Uttar Pradesh,12,93,0,10,83,7.75,26.41106027
C-49893,HAINDAVI DEGREE COLLEGE (S R,Andhra Pradesh,9,580,0,10,54,64.44444444,26.41220123
C-57478,"C624 SRI GURUKULA BA, B.COM",Tamil Nadu,12,83,0,10,76,6.916666667,26.41768611
C-53302,DC SCHOOL OF MANAGEMENT,Madhya Pradesh,8,75,2,0,78,9.375,26.4203155
C-51196,"Baijnath Mahavidyalay, Budhanpur,",Maharashtra,2,87,0,10,68,43.5,26.42190212
C-11646,"Mannam Memorial N.S.S College,",Karnataka,43,918,0,10,53,21.34883721,26.42233145
C-1123,Darshanam Sanskrit Mahavidyalay,Andhra Pradesh,8,93,1,10,56,11.625,26.43136815
C-60069,VBTs Post Graduate Institute of,Maharashtra,5,29,2,10,92,5.8,26.43500112
C-57429,Dr. Ambedkar B.Ed College,Himachal Pradesh,11,96,0,10,51,8.727272727,26.4457615
C-38499,Prakash Shikshak Prashikshan,Maharashtra,16,184,2,10,83,11.5,26.44712531
C-974,"PARANGAT B.ED. COLLEGE, HALVAD",Uttar Pradesh,33,470,0,10,92,14.24242424,26.44854696
C-58678,GLOBAL INSTITUTE OF AYURVEDA,Uttar Pradesh,12,120,2,0,97,10,26.46058807
C-41101,St. Pauls College of Arts and Science,Manipur,18,242,0,10,70,13.44444444,26.46081739
C-54107,BEST COMPUTER EDUCATION,Maharashtra,6,76,0,10,90,12.66666667,26.4614579
C-60678,Dr. Vivek Shinde Prashaskiya,Karnataka,5,94,0,10,55,18.8,26.46219748
C-28852,S.D. GIRLS DEGREE COLLEGE,Madhya Pradesh,24,550,0,0,97,22.91666667,26.4649309
C-9995,SRI MV NAGATHAN ARTS,Karnataka,19,716,0,10,68,37.68421053,26.46706351
C-20490,Adarsh Shrisad Adarsh,Madhya Pradesh,5,73,1,0,83,14.6,26.46835544
C-13523,Gyandaini Mahila Mahavidyalay,Gujarat,13,1172,0,10,53,90.15384615,26.47348771
C-12784,SHERWOOD COLLEGE OF MANAGEMENT,Karnataka,18,529,2,10,69,29.38888889,26.47704125
C-43706,"Mar Thoma Institute of Technology,",Andhra Pradesh,42,154,2,10,94,3.666666667,26.48165554
C-18263,"Bela College, Bela",Gujarat,8,90,0,10,63,11.25,26.48358955
C-56405,BHADAURIA COLLEGE OF EDUCATION,West Bengal,4,91,0,10,61,22.75,26.48526936
C-45351,"A C TRAINING COLLEGE, JALPAIGURI",Maharashtra,12,100,1,10,43,8.333333333,26.50013229
C-48797,PRESIDENCY DEGREE COLLEGE FOR,Uttar Pradesh,8,440,0,10,66,55,26.50750173
C-13664,Sant Kinaram P.G. Mahavidyalay,Uttar Pradesh,24,2032,0,10,82,84.66666667,26.50932626
C-51968,POYANIL COLLEGE OF NURSING,Telangana,17,150,1,10,75,8.823529412,26.52066363
C-1297,"Siddaganga Institute of Technology,",Rajasthan,320,4312,6,10,92,13.475,26.52197072
C-38631,"Shri B R Sunda College, Jaipur",Kerala,9,271,0,0,74,30.11111111,26.52552508
C-39862,Shri Narang Sanskrit Mahavidyalay,Maharashtra,1,198,1,0,70,198,26.5267718
C-35664,JSS Dr. D Verendra Heggade,Maharashtra,18,188,2,10,72,10.44444444,26.53102856
C-50730,"IQRA EDUCATIONAL INSTITUTE,",Karnataka,9,32,0,10,59,3.555555556,26.53488851
C-26539,Jawaharlal Nehru TT college,Uttar Pradesh,11,120,0,10,91,10.90909091,26.54076796
C-21210,"Jnanajyothi Degree College, CA",Karnataka,26,413,0,10,86,15.88461538,26.54766657
C-47314,SHIVGYAN DEGREE COLLEGE,Madhya Pradesh,4,252,0,10,81,63,26.55390629
C-44079,Dadhibamanjew Sanskrit College,West Bengal,8,82,0,0,67,10.25,26.55415613
