AISHE_ID,CollegeName,State,Teacher,Student,Hostels,Labs,PhD,S_F_Ratio
C-8645,Anjuman Arts College for Women,Maharashtra,6,100,1,10,58,16.66666667
C-35640,"Anjuman Arts, Science & Commerce",Telangana,32,462,2,10,89,14.4375
C-10043,"ANJUMAN ARTS/SCI/COMM COLLEGE,",Rajasthan,58,1509,1,10,91,26.01724138
C-6031,Anjuman B. Ed. College,Madhya Pradesh,14,200,0,10,89,14.28571429
C-35605,"Anjuman B.B.A College, Dharwad",Kerala,7,119,0,10,60,17
C-35705,"Anjuman Centary B.Ed College,",Assam,6,88,0,10,63,14.66666667
C-18770,Anjuman College of Engineering,Gujarat,119,1745,0,10,53,14.66386555
C-8685,Anjuman Degree College for,Rajasthan,30,551,0,10,76,18.36666667
C-33883,Anjuman E Islam Education,Uttar Pradesh,13,131,0,10,72,10.07692308
C-50626,Anjuman E Islam Societys Anjuman Arts,Tamil Nadu,6,92,0,0,92,15.33333333
C-35466,"Anjuman Education College,",Jharkhand,7,85,2,10,85,12.14285714
C-6106,Anjuman Education Trust M.Ed.,Karnataka,9,100,0,10,66,11.11111111
C-18628,"Anjuman Girls Arts College, Sadar",Madhya Pradesh,13,200,0,10,78,15.38461538
C-33626,"Anjuman I Islam research institute, 92,",Uttar Pradesh,2,0,1,0,60,0
C-35694,Anjuman Institute of Information,Telangana,6,187,0,10,85,31.16666667
C-51535,ANJUMAN INSTITUTE OF TECH0LOGY,Rajasthan,69,634,6,10,53,9.188405797
C-34407,Anjuman ishate Talim's Milliya Arts &,Odisha,42,1057,0,10,76,25.16666667
C-41985,Anjuman Khairul Islam Poonas,West Bengal,25,396,0,10,57,15.84
C-41747,Anjuman Khairul Islams Poona College,Karnataka,103,4129,0,10,89,40.08737864
C-9822,"Anjuman Law College, Bijapur",Maharashtra,5,244,1,0,71,48.8
C-53569,"ANJUMAN MAHAVIDYALAYA, MAKRANA",Uttar Pradesh,18,351,0,10,92,19.5
C-8637,Anjuman-E-Islam committee's,Haryana,8,97,0,0,58,12.125
C-10111,"ANJUMAN-E-ISLAM EDU., COLLEGE,",Karnataka,10,200,0,10,87,20
C-35584,"Anjuman-E-Islams Nehru Arts, Science,",Telangana,46,807,1,10,93,17.54347826
C-35616,Anjuman-Hami-A-Muslimin,Gujarat,10,244,2,10,94,24.4
C-34053,Anjuman-I-Islam Institute of,Bihar,15,354,1,0,77,23.6
C-45181,ANJUMAN-I-ISLAM'S SCHOOL OF,Madhya Pradesh,25,206,0,10,80,8.24
C-44168,"Anjuman-I-Islam's, Begum Jamila",Uttar Pradesh,8,367,1,10,86,45.875
C-34155,Anjuman-I-Islams Akbar Peerbhoy,Madhya Pradesh,8,59,1,10,80,7.375
C-48288,ANJUMAN-I-ISLAMS ALLANA,Karnataka,11,380,0,10,73,34.54545455
C-60691,Anjuman-I-Islams Barrister A R,Uttar Pradesh,4,108,0,0,95,27
C-48289,ANJUMAN-I-ISLAMS COLLEGE OF,Chattisgarh,11,372,0,0,87,33.81818182
C-33770,Anjuman-I-Islams M.H. Saboo Siddik,Madhya Pradesh,102,1899,2,10,54,18.61764706
C-45182,ANJUMAN-I-ISLAMS SCHOOL OF,Uttar Pradesh,99,1926,0,10,76,19.45454545
C-45183,ANJUMAN-I-ISLAMS SCHOOL OF,Haryana,18,308,0,10,77,17.11111111
C-60272,Ankleshwar Environmental Preservation,Maharashtra,2,40,0,10,78,20
C-39989,"ANKUR B.Ed. COLLEGE, TAELIYON KA",Maharashtra,15,199,0,10,96,13.26666667
C-43911,ANNA ADARSH COLLEGE FOR WOMEN,Tamil Nadu,200,5278,1,10,57,26.39
C-54582,ANNA ARIVAGAM COLLEGE OF,Assam,14,100,0,10,58,7.142857143
C-25034,Anna University of Tech0logy,Uttar Pradesh,46,759,2,10,91,16.5
C-26803,Anna University of Tech0logy,Andhra Pradesh,59,814,2,10,86,13.79661017
C-26778,Anna University of Tech0logy,Karnataka,24,336,2,10,66,14
C-26786,Anna University of Tech0logy,Rajasthan,39,1138,2,10,70,29.17948718
C-25056,Anna University of Tech0logy,Mizoram,66,1177,2,10,55,17.83333333
C-24997,Anna University of Tech0logy,Odisha,33,983,2,10,50,29.78787879
C-54584,"Anna University of Tech0logy,",Maharashtra,64,531,2,10,76,8.296875
C-25048,"Anna University of Tech0logy,",Maharashtra,26,862,2,10,79,33.15384615
C-14536,Anna Vinayagar College of,Gujarat,8,100,0,10,56,12.5
C-32656,Annabattuni Satyanarayana Degree,Andhra Pradesh,60,2343,0,10,63,39.05
C-44391,"ANNADA COLLEGE, HAZARIBAG",Rajasthan,52,11257,0,10,76,216.4807692
C-20336,Annada Devi Kanya Gurukul Sanskrit,Karnataka,9,61,1,0,87,6.777777778
C-9511,Annai Arts & Science College,Karnataka,22,501,0,10,72,22.77272727
C-59895,Annai A10ha Arts and Science,Karnataka,14,172,1,10,60,12.28571429
C-35839,"Annai College of Arts & Science,",Haryana,122,2889,2,10,63,23.68032787
C-14820,Annai College of Education,Uttar Pradesh,17,499,2,10,73,29.35294118
C-14803,Annai College of Education,Tamil Nadu,16,300,0,10,98,18.75
C-14984,Annai College of Education for Women,Telangana,11,76,1,10,53,6.909090909
C-25040,Annai College of Engineering and,Maharashtra,71,1223,2,10,83,17.22535211
C-49049,ANNAI COLLEGE OF NURSING (Inst.,Gujarat,16,125,2,10,94,7.8125
C-45720,ANNAI DORA COLLEGE OF NURSING (Inst.,Telangana,21,176,1,10,98,8.380952381
C-14591,Annai Fathima College of Education,Maharashtra,13,372,2,10,91,28.61538462
C-36493,ANNAI FATIMA COLLEGE OF ARTS &,Rajasthan,51,1184,2,10,76,23.21568627
C-36509,ANNAI FATIMA INSTITUTE OF CATERING,Telangana,3,23,2,10,84,7.666666667
C-41142,"Annai Hajira Women's College,",Karnataka,48,929,1,10,56,19.35416667
C-14814,Annai India College of Education,Tamil Nadu,8,94,0,10,62,11.75
C-14402,Annai JKK Sampoorani Ammal,Kerala,9,95,0,10,57,10.55555556
C-37045,Annai Mathammal Sheela,Gujarat,117,850,2,10,81,7.264957265
C-14741,Annai Mathammal Sheela College,Kerala,23,251,2,10,52,10.91304348
C-45525,ANNAI MEENAKSHI COLLEGE OF,Uttar Pradesh,27,204,1,10,78,7.555555556
C-48246,ANNAI MIRA COLLEGE OF ENGINEERING,Assam,83,558,2,10,81,6.722891566
C-9546,Annai Terasa Arts & Science College,Haryana,6,0,2,10,74,0
C-14540,Annai Teresa College of Education,Tamil Nadu,13,195,0,10,85,15
C-16505,Annai Teresa College of Engineering,Andhra Pradesh,69,1005,2,10,63,14.56521739
C-44015,ANNAI THERESA ARTS AND,Uttar Pradesh,60,839,0,10,61,13.98333333
C-15025,Annai Theresas College of,Maharashtra,9,62,1,10,84,6.888888889
C-27088,Annai Vailankanni College of,Karnataka,89,547,2,10,58,6.146067416
C-35829,Annai Vailankanni College of Arts,Tamil Nadu,52,2744,2,10,100,52.76923077
C-45428,ANNAI VEILANKANNI S PHARMACY,Maharashtra,10,145,2,10,100,14.5
C-14434,Annai Veilankannis College of,Karnataka,8,185,1,10,93,23.125
C-44007,ANNAI VEILANKANNIS COLLEGE OF,Telangana,81,2166,1,10,68,26.74074074
C-45463,ANNAI VEILANKANNIS COLLEGE OF,Jammu and Kashmir,16,178,1,10,92,11.125
C-41148,"Annai Velankanni College,",Delhi,84,1673,0,10,100,19.91666667
C-43956,ANNAI VIOLET ARTS AND SCIENCE,Chattisgarh,73,1403,0,10,79,19.21917808
C-35900,"Annai Women's College,",Tamil Nadu,68,1413,1,10,56,20.77941176
C-30216,"Annamacharya College of Education,",Uttar Pradesh,26,153,1,10,82,5.884615385
C-26843,"Annamacharya College of Pharmacy,",Rajasthan,52,600,1,10,92,11.53846154
C-26918,Annamacharya Institute of Tech0logy,Gujarat,91,515,0,10,62,5.659340659
C-26924,Annamacharya Institute of Tech0logy &,Uttar Pradesh,276,2876,1,10,53,10.42028986
C-19623,Annamacharya Institute of Tech0logy &,Kerala,151,835,0,10,87,5.529801325
C-26875,Annamacharya P.G. College of Computer,Madhya Pradesh,23,207,1,10,75,9
C-16467,Annamalaiar College of Engineering,Telangana,72,237,2,10,77,3.291666667
C-26947,Annamcharya Institute of Tech0logy &,Punjab,227,1959,2,10,84,8.629955947
C-14811,Annammal college of Education for,Uttar Pradesh,12,150,1,10,51,12.5
C-45629,ANNAMMAL COLLEGE OF NURSING (Inst.,Gujarat,55,239,3,10,60,4.345454545
C-36971,Annapoorana Engineering College,Uttar Pradesh,65,610,2,10,70,9.384615385
C-45704,ANNAPOORANA MEDICAL COLLEGE AND,Telangana,114,336,2,10,72,2.947368421
C-10131,ANNAPOORNA INSTITUTE OF MANAGEMENT,Uttar Pradesh,7,104,2,10,57,14.85714286
C-47191,ANNAPURANA MEDICAL TRAINING,Madhya Pradesh,37,247,2,10,91,6.675675676
C-59778,ANNAPURNA DEVI KANYA MAHAVIDYALA,Maharashtra,7,184,0,10,75,26.28571429
C-45922,ANNAPURNA MEMORIAL COLLEGE OF,Rajasthan,23,294,2,10,88,12.7826087
C-25372,ANNAPURNA MEMORIAL MODERN,Uttar Pradesh,18,469,0,0,94,26.05555556
C-38282,Annapurna Shikshak Prashikshan,Rajasthan,16,183,0,10,92,11.4375
C-13948,Annasaheb Dange Ayurved,Madhya Pradesh,67,499,2,10,83,7.447761194
C-55632,Annasaheb Dange College of B.,Tamil Nadu,20,325,2,10,77,16.25
C-11099,Annasaheb Dange College of Engineering,Andhra Pradesh,182,2695,5,10,85,14.80769231
C-18880,"Annasaheb Gundawar College, Katol",West Bengal,18,1841,0,10,54,102.2777778
C-43055,Annasaheb Khadsc Shikshan,Chattisgarh,1,0,0,0,72,0
C-33592,Annasaheb Vartak College of Arts,Uttar Pradesh,51,2749,0,10,79,53.90196078
C-45674,ANNASAMY RAJAMMAL COLLEGE OF,Madhya Pradesh,23,171,1,10,93,7.434782609
C-50838,ANNIE BESANT COLLEGE,Gujarat,14,567,0,10,94,40.5
C-29831,Annie Besant College Annapurna,Uttar Pradesh,27,281,0,10,80,10.40740741
C-50842,"ANNIE BESANT COLLEGE, AAU",Haryana,4,372,0,10,93,93
C-50217,"ANNIE BESANT WOMEN'S COLLEGE,",Telangana,16,371,0,0,98,23.1875
C-25537,Annie Besant Womens Degree,Andhra Pradesh,38,1375,0,10,66,36.18421053
C-52267,ANNIE INSTITUTE OF TECH0LOGY,Karnataka,80,569,0,10,71,7.1125
C-38921,"Anniebeasent Girls College, Alwar",Uttar Pradesh,21,570,0,10,91,27.14285714
C-32740,Anniebesant College of Education,Karnataka,20,205,0,10,100,10.25
C-27264,"Anniebesant College of Education,",Maharashtra,8,50,0,10,58,6.25
C-11804,"An0or Dental College, Puthupady,",Karnataka,81,294,2,10,66,3.62962963
C-38691,Annu Shree PG Mahila Mahavidyalay,Telangana,9,829,0,10,57,92.11111111
C-61204,ANP TEACHERS TRAINING B.,Uttar Pradesh,3,200,0,10,60,66.66666667
C-14958,Ansaldo College of Education,Uttar Pradesh,16,123,2,10,72,7.6875
C-8252,"ANSAR ARABIC COLLEGE,",Uttar Pradesh,26,329,0,0,68,12.65384615
C-8136,"ANSAR TRAINING COLLEGE,",Rajasthan,14,200,1,10,68,14.28571429
C-8175,"ANSAR WOMEN'S COLLEGE,",Kerala,78,1425,1,10,76,18.26923077
C-34976,ANSH COLLEGE OF EDUCATION,Madhya Pradesh,15,196,0,10,92,13.06666667
C-39638,"Ansupa Degree College,",Maharashtra,9,375,0,0,73,41.66666667
C-13789,"Antarbharati Homoeopathy College,",Jammu and Kashmir,29,50,1,10,66,1.724137931
C-49072,ANTHONIAMMAL COMMUNITY,Rajasthan,5,82,1,10,93,16.4
C-48638,ANTONY BEd COLLEGE,Maharashtra,32,400,0,10,72,12.5
C-19776,Anu Bose Institute of Tech0logy,Karnataka,114,960,0,10,51,8.421052632
C-57577,"Anu Girls Degree College, B.B",Tamil Nadu,3,420,0,0,80,140
C-32629,ANU PG Campus Ongole,Madhya Pradesh,18,335,0,10,83,18.61111111
C-45128,"ANUBIS DEGREE COLLEGE,",West Bengal,18,1366,0,10,75,75.88888889
C-20638,Anugraha B.Ed. College(S.V.S. College of,Uttar Pradesh,8,50,0,10,89,6.25
C-58367,"ANUGRAHA FIRST GRADE COLLEGE,",Bihar,9,113,0,0,94,12.55555556
C-45941,ANUGRAHA INSTITUTE OF SOCIAL,Tamil Nadu,30,824,2,0,88,27.46666667
C-49341,"ANUGRAHA WOMEN'S COLLEGE,",Jammu and Kashmir,14,147,0,0,65,10.5
C-39748,"Anugul Mahila Mahavidyala,Angul (W)",Uttar Pradesh,24,785,1,10,58,32.70833333
C-59723,ANUNDORAM BOROOAH ACADEMY,Rajasthan,73,998,5,10,93,13.67123288
C-21046,"Anupama College of Education, Est",Punjab,7,100,0,10,78,14.28571429
C-20897,Anupama College of Management,Maharashtra,9,179,0,10,52,19.88888889
C-59762,ANUPAMA RAI MEMORIAL COLLEGE OF,Rajasthan,1,463,0,10,55,463
C-47192,ANUPAMMA MEDICAL TRAINING,Uttar Pradesh,25,191,2,10,72,7.64
C-53222,"Anuradha College of Nursing,",Karnataka,15,105,2,10,61,7
C-43162,"Anuradha College of Pharmacy,",Telangana,38,545,2,0,78,14.34210526
C-43097,"Anuradha Engineering College ,",Punjab,96,966,2,10,76,10.0625
C-38354,Anuradha Mahila Shikshak,Kerala,28,519,0,10,82,18.53571429
C-25893,Anuradha Memorial Degree,Uttar Pradesh,14,36,0,10,93,2.571428571
C-19509,Anurag College of Engineering,West Bengal,121,1136,0,10,99,9.388429752
C-26144,Anurag Degree & P.G College,Chattisgarh,15,512,0,10,84,34.13333333
C-52065,ANURAG DEGREE COLLEGE,Karnataka,19,109,0,10,65,5.736842105
C-53661,ANURAG DEGREE COLLEGE,Uttar Pradesh,17,96,0,10,73,5.647058824
C-19538,Anurag Engineering College,Jammu and Kashmir,179,1873,2,10,79,10.46368715
C-19747,Anurag Group of Institutions,Uttar Pradesh,365,5601,1,10,53,15.34520548
C-19925,Anurag Pharmcy College,Maharashtra,40,404,2,10,56,10.1
C-59314,ANURAG SHIKSHAN EWAM,Andhra Pradesh,1,94,0,10,98,94
C-18733,"Anurag Teachers College,",Karnataka,9,108,0,10,84,12
C-15690,ANUSAYABAI RAMCHANDRA BURLA,Maharashtra,30,1252,0,0,68,41.73333333
C-39881,"ANUSHAKA LAW COLLEGE , BEHIND",Maharashtra,16,706,0,0,58,44.125
C-50713,"ANUSHREE COLLEGE OF NURSING,",Maharashtra,36,335,1,10,96,9.305555556
C-33481,"Anushree homeopathy College,",Uttar Pradesh,23,260,1,10,74,11.30434783
C-59667,ANUSHREE INSTITUTE OF COMPUTER,Karnataka,4,28,0,0,59,7
C-13554,"Anusri College, Abhiya Road,",Karnataka,10,499,0,10,74,49.9
C-24667,Anusuya Prasad Bahuguna,Madhya Pradesh,45,2581,1,10,68,57.35555556
C-13051,Anuvrat Mahila Shikshak,Tamil Nadu,16,183,1,10,71,11.4375
C-25425,Anwar Ul-Uloom College of Education,Jammu and Kashmir,17,300,0,10,69,17.64705882
C-25612,Anwar-Ul-Uloom College of Business,Karnataka,44,563,0,0,69,12.79545455
C-19703,Anwarul -Uloom College of Pharmacy,Karnataka,56,670,0,10,85,11.96428571
C-8067,"ANWARUL ISLAM ARABIC COLLEGE,",Telangana,5,149,0,0,89,29.8
C-8016,"ANWARUL ISLAM ARABIC COLLEGE,",Uttar Pradesh,18,361,2,0,52,20.05555556
C-8139,ANWARUL ISLAM WOMENS',Telangana,13,318,1,0,60,24.46153846
C-26008,Anwarul-Uloom,Tamil Nadu,109,4780,0,10,84,43.85321101
C-25554,Anwarul-Uloom College of Computer,Uttar Pradesh,8,107,0,0,72,13.375
C-33700,Apeejay Education Trusts College,Maharashtra,9,162,2,10,56,18
C-10383,"Apeejay Institute of Management,",Gujarat,34,422,2,10,72,12.41176471
C-46789,APEEJAY INSTITUTE OF TECH0LOGY,Rajasthan,39,307,2,10,90,7.871794872
C-28269,Apeejay Saraswati College for,Uttar Pradesh,34,1133,1,10,64,33.32352941
C-36661,"Apex Co-Edu. College, Chaiya",Jammu and Kashmir,9,366,0,10,78,40.66666667
C-58087,Apex College for Girls,Madhya Pradesh,19,107,1,10,87,5.631578947
C-53405,APEX COLLEGE OF EDUCATION,Telangana,16,190,1,10,93,11.875
C-22439,APEX College of Education Ellenabad,West Bengal,2,0,0,10,82,0
C-45961,"APEX COLLEGE OF EDUCATION,",Karnataka,2,0,1,0,82,0
C-22456,"Apex College of Education, VPO-Bidhai",Andhra Pradesh,14,194,0,10,79,13.85714286
C-45144,APEX COLLEGE OF MANAGEMENT,Odisha,21,404,1,0,60,19.23809524
C-30390,"Apex College of Nursing, Hyderabad",Uttar Pradesh,11,114,1,10,50,10.36363636
C-13102,"Apex College, Makrana",Tamil Nadu,21,1178,0,10,52,56.0952381
C-53805,APEX COMPUTER EDUCATION,Madhya Pradesh,5,88,0,0,88,17.6
C-25227,"Apex Institute of Engineering & Tech0logy,",Bihar,52,302,2,10,53,5.807692308
C-54977,APEX INSTITUTE OF MANAGEMENT,Andhra Pradesh,7,70,0,10,51,10
C-29864,Apex Institute of Management,Bihar,28,426,0,10,87,15.21428571
C-25180,Apex Institute of Management,Tamil Nadu,29,213,0,10,77,7.344827586
C-28904,APEX INSTITUTE OF MGMT.,Chattisgarh,52,508,1,10,92,9.769230769
C-31519,APEX INSTITUTE OF TECH0LOGY,Karnataka,14,123,0,0,94,8.785714286
C-46091,"APEX INSTITUTE OF TECH0LOGY,",Jharkhand,84,354,1,10,54,4.214285714
C-61261,APEX INSTITUTE OF VLDD,Chattisgarh,5,110,0,10,57,22
C-54514,APEX MAHAVIDYALAYA DAUSA,Andhra Pradesh,7,487,0,10,58,69.57142857
C-57998,APEX TEACHERS TRAINING,Maharashtra,31,387,0,10,73,12.48387097
C-27900,APJ College of Fine Arts Jalandhar,Uttarakhand,102,2206,0,10,78,21.62745098
C-43928,APOLLO ARTS AND SCIENCE COLLEGE,Karnataka,68,1955,2,10,55,28.75
C-57023,APOLLO COLLEGE,Chattisgarh,16,439,2,10,96,27.4375
C-14789,Apollo College of Education,Jharkhand,14,153,2,10,82,10.92857143
C-45432,APOLLO COLLEGE OF NURSING (Inst.,Tamil Nadu,69,617,2,10,58,8.942028986
C-30418,"Apollo College of Nursing, Hyderabad",Rajasthan,56,262,1,10,68,4.678571429
C-15668,Apollo College of Pharmacy Infront of,Gujarat,22,277,1,10,80,12.59090909
C-30372,"Apollo College of Physiotherapy,",Kerala,27,223,1,0,89,8.259259259
C-16514,Apollo Engineering College,Andhra Pradesh,96,1036,2,10,68,10.79166667
C-16417,Apollo Gleneagles College of,West Bengal,37,409,1,10,89,11.05405405
C-48988,APOLLO HOSPITAL ENTERPRISE,Telangana,14,0,0,10,66,0
C-51552,APOLLO INSTITUTE OF ENGINEERING,Andhra Pradesh,64,1018,0,10,68,15.90625
C-45482,APOLLO INSTITUTE OF HOSPITAL,Maharashtra,28,260,1,10,70,9.285714286
C-26045,Apollo Institute of Hospital,Uttar Pradesh,8,107,0,10,87,13.375
C-60509,APOLLO INSTITUTE OF MEDICAL,Uttar Pradesh,132,500,2,10,62,3.787878788
C-6096,"APOLLO INSTITUTE OF NURSING,",Karnataka,23,230,1,10,91,10
C-52474,APOLLO INSTITUTE OF PHYSIOTHERA,Uttar Pradesh,10,122,0,10,85,12.2
C-46814,"APOLLO INSTITUTE OF TECH0LOGY,",Goa,97,843,1,10,83,8.690721649
C-60066,APOLLO LAW COLLEGE,Haryana,3,120,0,0,51,40
C-49003,APOLLO MED SKILLS LIMITED (A,Andhra Pradesh,8,194,0,10,61,24.25
C-59385,APOORVA COLLEGE OF EDUCATION,Tamil Nadu,15,195,0,10,65,13
C-21471,"APOORVA DEGREE COLLEGE,",Jammu and Kashmir,34,1911,1,10,52,56.20588235
C-44952,APOORVA INSTITUTE OF MANAGEMENT,Telangana,51,351,0,10,79,6.882352941
C-60331,APOORVA INSTITUTE OF MANAGEMENT,Tamil Nadu,9,169,0,0,75,18.77777778
C-61097,APOORVA WOMENS DEGREE,Bihar,25,1073,0,10,65,42.92
C-1399,"Appa Institute of Engineering & Tech0logy,",Odisha,129,1246,2,10,89,9.658914729
C-11086,Appasaheb Birnale College of,Maharashtra,44,485,0,0,75,11.02272727
C-11182,Appasaheb Birnale College of,Chattisgarh,38,310,1,10,66,8.157894737
C-11126,Appasaheb Birnale College of,Odisha,17,119,1,10,62,7
C-42860,"Appaswami Mahavidyalaya,",Rajasthan,8,248,0,0,62,31
C-34544,Appex Institute of Computer and,Punjab,10,96,0,0,58,9.6
C-33020,APPOLO COLLEGE OF NURSING IN,Haryana,26,291,2,10,85,11.19230769
C-32973,APPOLO COLLEGE OF PHYSIOTHERA,Odisha,12,158,2,10,71,13.16666667
C-53680,APS COLLEGE OF EDUCATION,Maharashtra,14,1,0,10,99,0.071428571
C-29188,"APS College of Nursing, VPO Malsian, Distt.",Karnataka,14,94,1,10,93,6.714285714
C-57397,APS INSTITUTE OF TECH0LOGY,Chandigarh,4,55,0,10,68,13.75
C-57687,"APS INSTITUTE OF TECH0LOGY,",Telangana,8,84,0,10,59,10.5
C-34431,APS Sansthas Sambhaji Raje College of,Goa,6,139,0,10,64,23.16666667
C-50007,"APSAM COLLEGE OF EDUCATION,",Tamil Nadu,20,296,0,10,59,14.8
C-59103,Aqla Hasan College of Teacher,Gujarat,5,106,0,10,75,21.2
C-50973,Aqsa Womens Degree College,Telangana,17,396,0,10,59,23.29411765
C-11664,"Aquinas College, Edacochin,",Uttarakhand,59,901,0,10,60,15.27118644
C-46201,AR INSTITUTE OF MANAGEMENT,Karnataka,16,128,0,0,58,8
C-59247,AR MEMORIAL TEACHERS TRAINING,Kerala,19,200,2,10,88,10.52631579
C-48269,AR SCHOOL OF BUSINESS,Rajasthan,13,67,2,10,94,5.153846154
C-49675,ARADHANA B Ed COLLEGE,West Bengal,7,47,1,0,70,6.714285714
C-58034,ARADHANA COLLEGE ITAWA,West Bengal,10,427,0,10,91,42.7
C-25940,Aradhana College of Education,Maharashtra,16,200,0,10,55,12.5
C-54504,"ARADHANA COLLEGE, NEWAI",Andhra Pradesh,15,309,0,10,73,20.6
C-25443,Aradhana School of Business,Tamil Nadu,17,183,0,10,55,10.76470588
C-52019,ARADHANA SCIENCE COLLEGE,Maharashtra,8,64,1,10,99,8
C-6000,Aradhna College of Education,Rajasthan,8,100,0,10,88,12.5
C-48293,ARAFA COLLEGE OF ARTS &,Uttar Pradesh,28,576,0,10,81,20.57142857
C-8065,ARAFA INSTITUTE FOR TEACHER,Tamil Nadu,8,131,1,10,61,16.375
C-30328,"Aragonda Apollo College of Nursing,",Maharashtra,26,188,1,10,70,7.230769231
C-36444,"ArakkonamArts&Science College,M.R.F.",Punjab,28,583,0,10,85,20.82142857
C-44690,Arambag Girls' College,Maharashtra,46,2592,0,10,65,56.34782609
C-29616,"Araria College, Araria",Karnataka,15,978,1,10,100,65.2
C-14578,Arasan Ganesan College of,Uttar Pradesh,11,141,0,10,51,12.81818182
C-60913,Arasikere Hikkimagere Ajjappa,Uttar Pradesh,16,104,0,0,91,6.5
C-60924,ARASU COLLEGE OF ARTS AND,Madhya Pradesh,15,22,0,10,56,1.466666667
C-14702,Arasu College of Education for Women,Kerala,24,200,0,10,83,8.333333333
C-24993,Arasu Engineering College,Bihar,94,1124,2,10,89,11.95744681
C-60757,ARAVALI COLLEGE,Karnataka,5,120,0,10,93,24
C-28270,ARAVALI COLLEGE OF ADVANCED,Karnataka,14,282,0,10,86,20.14285714
C-28338,ARAVALI COLLEGE OF EDUCATION,Tamil Nadu,8,200,1,10,76,25
C-28234,"ARAVALI COLLEGE OF EDUCATION,",Rajasthan,7,99,0,10,54,14.14285714
C-28184,Aravali College of Engineering &,Rajasthan,90,1083,2,10,53,12.03333333
C-56820,"Aravali College of Nursing,",Rajasthan,11,77,2,10,57,7
C-59647,ARAVALI COMMERCE AND SCIENCE,Maharashtra,8,23,0,10,72,2.875
C-25094,Aravali Institute of Technical,Uttar Pradesh,80,1125,3,10,71,14.0625
C-39975,ARAVALI MAHAVIDHYALAYA,Uttar Pradesh,18,694,0,10,54,38.55555556
C-53428,"ARAVALI MAHAVIDYALAYA, BASSI,",Telangana,10,613,0,0,82,61.3
C-13227,"Aravali Mahavidyalaya, Sumerpur",Uttar Pradesh,28,225,0,10,98,8.035714286
C-59339,ARAVALI SHIKSHAN EVAM,Tamil Nadu,17,164,0,10,90,9.647058824
C-38807,"Aravali T T College, Sikar",Uttar Pradesh,28,568,0,10,81,20.28571429
C-39928,ARAVALI TEACHERS TRAINING,Telangana,20,384,0,10,100,19.2
C-39951,ARAVALI TEACHERS TRAINING,Uttar Pradesh,17,251,0,10,83,14.76470588
C-26575,Aravalli College of Education,Madhya Pradesh,16,190,0,10,92,11.875
C-45719,ARAVIND EYE HOSPITAL (Inst. Code -,Uttar Pradesh,9,32,2,10,61,3.555555556
C-45568,ARAVIND EYE HOSPITAL (Inst. Code -,Madhya Pradesh,11,77,2,10,54,7
C-45679,ARAVIND EYE HOSPITAL (Inst. Code -,Uttar Pradesh,10,80,2,10,85,8
C-49060,ARAVIND EYE HOSPITAL & PG INSTITUTE,Uttar Pradesh,10,78,2,10,61,7.8
C-45647,ARAVIND EYE HOSPITALAND PG INSTITUTE,Madhya Pradesh,48,52,2,10,59,1.083333333
C-11245,"Aravind Gavali College of Engineering,",Uttar Pradesh,69,1104,1,10,51,16
C-10995,"Aravind Gavali College of Pharmacy,",Rajasthan,20,270,1,10,91,13.5
C-59367,ARAVINDHAR AGRICULTURAL INSTITUTE,Uttar Pradesh,17,199,2,10,95,11.70588235
C-47193,"ARAWALI COLLEGE OF NURSING,",Odisha,17,127,2,10,54,7.470588235
C-58205,Arawali College Of Science And,Maharashtra,13,336,0,10,55,25.84615385
C-38460,"Arawali PG College, Sikar",Rajasthan,32,1479,0,10,58,46.21875
C-21765,Arayabhat Art.& Science College,Jammu and Kashmir,12,104,0,10,96,8.666666667
C-59204,Arbind Teachers Training,Bihar,10,134,0,10,68,13.4
C-31330,ARC NET COMPUTER EDUCATION,Maharashtra,18,105,0,10,93,5.833333333
C-38690,Arch Research College for Higher,Andhra Pradesh,9,109,1,10,57,12.11111111
C-48113,"ARCHANA COLLEGE OF NURSING,",Karnataka,18,210,2,10,78,11.66666667
C-30262,Archana Degree College,Chattisgarh,28,2019,0,10,94,72.10714286
C-55477,"Archana Degree College,",Telangana,14,0,0,10,90,0
C-51418,"ARCHANA GIRLS DEGREE COLLEGE,",Maharashtra,6,1563,0,10,92,260.5
C-36455,Arcot Sri Mahalaalakshmi Women's,Maharashtra,11,77,1,10,85,7
C-45666,ARCOT SRI MAHALAKSHMI WOMEN S,Andhra Pradesh,3,179,1,10,57,59.66666667
C-14851,Arcot Sri Mahalakshmi Women's,West Bengal,11,293,1,10,76,26.63636364
C-36365,"ArcotSriMahalakshmiWomens College,Arni",West Bengal,103,3074,1,10,56,29.84466019
C-15785,"ARDHANARI NATESHWAR ARTS,",Uttar Pradesh,11,234,0,0,76,21.27272727
C-56923,"ARHARYA NARAYANA COLLEGE,",Andhra Pradesh,3,346,0,10,72,115.3333333
C-49169,ARIECENT COLLEGE OF EDUCATION,Andhra Pradesh,12,100,0,10,80,8.333333333
C-9760,"Ariecent College, Raigarh",Madhya Pradesh,11,124,1,10,73,11.27272727
