,SL_NO,STATE_NAME,UNIVERSITY_NAME,COLLEGE_NAME,DISTRICT_NAME,TYPE_OF_DIPLOMA_INSTITUTE,STUDENT_ENROLMENT_MALE,STUDENT_ENROLMENT_FEMALE,STUDENT_ENROLMENT_TOTAL,NUMBER_OF_TEACHER_MALE,NUMBER_OF_TEACHER_FEMALE,NUMBER_OF_TEACHER_TOTAL,LAB_FACILITIES,HOSTEL_FACILITIES,STUDENT_FACULTY_RATIO,Predicted Rank
349,350,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),BHARAT EDUCATION TRUST SANCHALIT PGDCA COLLEGE (Id: C45105),Banas Kantha,Technical/Polytechnic,0,0,0,0,0,0,0,1,0,-0.14821967
350,351,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),D I PATEL INSTITUTE OF COMPUTER STUDIES PGDCA (Id: C6745),Patan,Teacher Training,0,0,0,0,0,0,0,0,0,0
351,352,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),D L PATEL INSTITUTE OF PGDCA COLLEGE (Id: C49516),Sabar Kantha,Technical/Polytechnic,30,22,52,0,2,2,0,1,26,-1.0151229
352,353,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),DR N J SHAH PGDCA COLLEGE MODASA (Id: C46579),Sabar Kantha,Technical/Polytechnic,0,0,0,0,0,0,0,0,0,0
353,354,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),GOVT NURSING COLLEGEDHARPUR (Id: C19323),Patan,Nursing,11,129,140,0,6,6,1,1,23.34,-1.0943068
354,355,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),GROWMORE INSTITUTE OF PGDCA COLLEGE BER0 (Id: C45124),Sabar Kantha,Technical/Polytechnic,0,0,0,0,0,0,1,0,0,-0.5321654
355,356,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),JIVANJYOT COLLEGE OF EDUCATION VALAM (Id: C48508),Mahesana,Teacher Training,38,46,84,4,7,11,1,0,7.64,-0.55329716
356,357,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),L N COLLEGE OF COMP and MA0GEMENT(PGDCA) (Id: C6753),Mahesana,Technical/Polytechnic,0,0,0,0,0,0,1,0,0,-0.5321654
357,358,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),MARCHANT INSTITUTE OF PG COURSES (Id: C6845),Mahesana,Technical/Polytechnic,24,21,45,4,0,4,0,0,11.25,-0.517841
358,359,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),MED COLLEGE VIDHYA0GARI (Id: C6839),Sabar Kantha,Teacher Training,6,13,19,3,0,3,1,0,6.34,-0.5162479
359,360,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),MOTHER TERESA COLLEGE OF NURSING GOTHVA (Id: C45108),Mahesana,Nursing,1,19,20,4,17,21,1,0,0.96,-0.5916673
360,361,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),0RSINHBHAI PATEL COLLEGE OF COMPUTER STUD and MGT (Id: C6717),Mahesana,Technical/Polytechnic,950,596,1546,15,13,28,1,0,55.22,-2.7434173
361,362,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),NORTH GUJRAT EDUCATION TRUST SANCHALIT PGDCA COLL (Id: C6662),Patan,Technical/Polytechnic,0,0,0,0,0,0,0,1,0,-0.14821967
362,363,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),P and T PATEL COLLEGE OF EDUCATION (Id: C6815),Mahesana,Nursing,20,24,44,12,9,21,0,0,2.1,-0.096663564
363,364,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),RKM PGDCA TECHNICAL COLLEGE VIJAYA0GAR (Id: C6846),Sabar Kantha,Technical/Polytechnic,51,18,69,4,1,5,1,1,13.8,-0.6551786
364,365,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),S D SOLANKI BCA COLLEGE KUSKI (Id: C47444),Sabar Kantha,Technical/Polytechnic,0,0,0,0,0,0,1,0,0,-0.5321654
365,366,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),SHRI SHANKAR BED COLLEGE (Id: C6634),Patan,Teacher Training,40,56,96,3,4,7,1,1,13.72,-0.6514962
366,367,Gujarat,Hemchandracharya North Gujart University Patan (Id: U0138),UTTAR PURVA GUJARAT UCHCH KELAVANI MANDAL BED COLL (Id: C6640),Mahesana,Teacher Training,14,34,48,1,3,4,1,0,12,-0.753989
367,368,Gujarat,Junagadh Agricultural University (Id: U0140),POLYTECHNIC IN AGRICULTURAL ENGINEERING TARGHADIA (Id: C50675),Rajkot,Technical/Polytechnic,0,0,0,0,0,0,1,0,0,-0.5321654
368,369,Gujarat,Junagadh Agricultural University (Id: U0140),Polytechnic in Agriculture Dhari (Id: C6350),Amreli,Technical/Polytechnic,83,3,86,3,0,3,1,0,28.67,-1.5213139
369,370,Gujarat,Junagadh Agricultural University (Id: U0140),Polytechnic in AgroProcessing Junagadh (Id: C6347),Junagadh,Technical/Polytechnic,55,34,89,3,0,3,1,0,29.67,-1.567344
370,371,Gujarat,Junagadh Agricultural University (Id: U0140),POLYTECHNIC IN ANIMAL HUSBANDARY JU0GADH (Id: C50674),Junagadh,Technical/Polytechnic,0,0,0,0,0,0,1,1,0,-0.24562012
371,372,Gujarat,Junagadh Agricultural University (Id: U0140),Polytechnic in Home Science Amreli (Id: C6344),Amreli,Technical/Polytechnic,0,66,66,1,3,4,0,0,16.5,-0.75949967
372,373,Gujarat,Junagadh Agricultural University (Id: U0140),Polytechnic in Horticulture Junagadh (Id: C6349),Junagadh,Technical/Polytechnic,62,19,81,4,0,4,0,0,20.25,-0.9321135
373,374,Gujarat,Krantiguru Shyamji Krishna Verma Kachchh University Kachchh (Id: U0142),Anjar Education Society Sanchalit P.G.D.H.R.M. College (Id: C4116),Kachchh,Technical/Polytechnic,0,0,0,0,0,0,0,1,0,-0.14821967
374,375,Gujarat,Krantiguru Shyamji Krishna Verma Kachchh University Kachchh (Id: U0142),ANJAR EDUCATION SOCIETY SANCHALIT PGDSPM COLLEGE (Id: C50256),Kachchh,Technical/Polytechnic,0,0,0,0,0,0,1,1,0,-0.24562012
375,376,Gujarat,Krantiguru Shyamji Krishna Verma Kachchh University Kachchh (Id: U0142),Dr.H R Gajwani College of Education (Id: C4124),Kachchh,Teacher Training,9,89,98,1,6,7,1,1,14,-0.6643843
376,377,Gujarat,Krantiguru Shyamji Krishna Verma Kachchh University Kachchh (Id: U0142),Shri Bhuj Mercantile CoOp Bank Charitable Trust Sanchalit Nursing College (Id: C4112),Kachchh,Nursing,43,139,182,0,18,18,1,0,10.12,-0.667452
377,378,Gujarat,Maharaja Krishnakumarsinhji Bhavnagar University (Id: U0124),Shree Sahjanand Institute of Nursing College (Id: C7179),Bhavnagar,Nursing,19,164,183,2,3,5,0,1,36.6,-1.5030425
378,379,Gujarat,Maharaja Krishnakumarsinhji Bhavnagar University (Id: U0124),Shree Swaminarayan College of Education (Id: C7146),Bhavnagar,Teacher Training,40,50,90,3,4,7,0,0,12.86,-0.59194934
379,380,Gujarat,Navsari Agricultural University (Id: U0145),POLYTECHNIC IN AGRICULTURAL ENGINEERING DEDIAPADA (Id: C48405),Narmada,Technical/Polytechnic,93,1,94,5,0,5,1,1,18.8,-0.8853302
380,381,Gujarat,Navsari Agricultural University (Id: U0145),POLYTECHNIC IN AGRICULTURE COOPERATION BANKING AND MARKETING WAGHAI (Id: C48408),The Dangs,Technical/Polytechnic,60,18,78,4,0,4,1,0,19.5,-1.0992166
381,382,Gujarat,Navsari Agricultural University (Id: U0145),POLYTECHNIC IN AGRICULTURE MAKTAMPUR (Id: C48406),Bharuch,Technical/Polytechnic,66,0,66,4,0,4,1,1,16.5,-0.7794603
382,383,Gujarat,Navsari Agricultural University (Id: U0145),POLYTECHNIC IN AGRICULTURE VYARA (Id: C48407),Tapi,Technical/Polytechnic,39,9,48,5,1,6,1,0,8,-0.56986797
383,384,Gujarat,Navsari Agricultural University (Id: U0145),POLYTECHNIC IN ANIMAL HUSBANDARY 0VSARI (Id: C48410),Navsari,Technical/Polytechnic,29,1,30,1,0,1,1,1,30,-1.4008694
384,385,Gujarat,Navsari Agricultural University (Id: U0145),POLYTECHNIC IN HORTICULTURE 0VSARI (Id: C48409),Navsari,Technical/Polytechnic,57,39,96,3,2,5,1,1,19.2,-0.90374184
385,386,Gujarat,Navsari Agricultural University (Id: U0145),POLYTECHNIC IN HORTICULTURE PARIA (Id: C48411),Valsad,Technical/Polytechnic,16,6,22,7,0,7,1,0,3.15,-0.51704663
386,387,Gujarat,Nirma University Ahmedabad (Id: U0146),Institute of Diploma studies Nirma University (Id: C438),Ahmadabad,Technical/Polytechnic,1528,453,1981,67,61,128,1,1,15.48,-0.7325092
387,388,Gujarat,R K University Rajkot (Id: U0647),School of Diploma Studies (Id: C33),Rajkot,Technical/Polytechnic,1370,113,1483,48,19,67,0,0,22.14,-1.0191108
388,389,Gujarat,Sardar Patel University Vallabh Vidyanagar (Id: U0148),GH Patel Nursing School Karamsad (Id: C1216),Anand,Nursing,0,88,88,1,11,12,1,0,7.34,-0.53948796
389,390,Gujarat,Sardar Patel University Vallabh Vidyanagar (Id: U0148),Smt. Pushpaben Kanaiyalal Inamdar College of Education Bakrol (Id: C1171),Anand,Teacher Training,0,0,0,0,0,0,0,1,0,-0.14821967
390,391,Gujarat,Saurashtra University Rajkot (Id: U0151),0VYUG COLLEGE OF EDUCATION SUKHPUR (Id: C805),Junagadh,Teacher Training,43,57,100,6,3,9,1,0,11.12,-0.7134823
391,392,Gujarat,Saurashtra University Rajkot (Id: U0151),SADAR PATEL TEL.KELVANI MANDAL MAHILA B.ED.COLLEGEJETPUR (Id: C1024),Rajkot,Teacher Training,0,0,0,0,0,0,1,1,0,-0.24562012
392,393,Gujarat,Saurashtra University Rajkot (Id: U0151),SADHU VASWANI COLLEGE FOR PERAMEDICAL COURSESRAJKOT (Id: C787),Rajkot,Technical/Polytechnic,5,38,43,2,2,4,0,1,10.75,-0.31316054
393,394,Gujarat,Saurashtra University Rajkot (Id: U0151),SHREE A.V.J. OZA INSTITUTE OF B.ED. COLLEGE LAKHTAR (Id: C1003),Surendranagar,Teacher Training,47,51,98,7,1,8,1,0,12.25,-0.76549673
394,395,Gujarat,Saurashtra University Rajkot (Id: U0151),SHRI TEJENDRA PRASADJI B.ED. COLLEGECHARAVADA (Id: C1008),Surendranagar,Nursing,55,45,100,3,5,8,0,1,12.5,-0.3937137
395,396,Gujarat,Saurashtra University Rajkot (Id: U0151),V.k.KAMDAR B.ED.COLLEGE RAJKOT (Id: C905),Rajkot,Teacher Training,36,69,105,8,2,10,1,1,10.5,-0.52207553
396,397,Gujarat,Shree Somnath Sanskrit University Junagarh (Id: U0152),Borsad Kelavani Mandal (Id: C1145),Anand,Teacher Training,11,19,30,4,2,6,1,0,5,-0.5264609
397,398,Gujarat,Shree Somnath Sanskrit University Junagarh (Id: U0152),Rutam (Id: C1127),Vadodara,Teacher Training,0,0,0,0,0,0,1,0,0,-0.5321654
398,399,Gujarat,Shree Somnath Sanskrit University Junagarh (Id: U0152),Sarvajanik B. Ed. College (Id: C1106),Mahesana,Teacher Training,0,0,0,0,0,0,0,1,0,-0.14821967
399,400,Gujarat,Shree Somnath Sanskrit University Junagarh (Id: U0152),Shri Bhartiya Yog Vedant Tapovan (Id: C1119),Mahesana,Teacher Training,0,0,0,0,0,0,0,0,0,0
400,401,Gujarat,Shree Somnath Sanskrit University Junagarh (Id: U0152),Shri Bhaskara Vaidic Astrology Center (Id: C1132),Surat,Teacher Training,0,0,0,0,0,0,1,1,0,-0.24562012
401,402,Gujarat,Shree Somnath Sanskrit University Junagarh (Id: U0152),Shri Brahmachari wadi Sanskrit Pathshalal (Id: C1143),Ahmadabad,Teacher Training,0,0,0,0,0,0,1,1,0,-0.24562012
402,403,Gujarat,Shree Somnath Sanskrit University Junagarh (Id: U0152),Shri K. K. Shastri Arts College (Id: C1142),Ahmadabad,Teacher Training,24,7,31,3,1,4,0,0,7.75,-0.3567348
403,404,Gujarat,Shree Somnath Sanskrit University Junagarh (Id: U0152),Shri Muni Patanjali Yog Kendra (Id: C1146),Junagadh,Teacher Training,0,0,0,0,0,0,0,0,0,0
404,405,Gujarat,Shree Somnath Sanskrit University Junagarh (Id: U0152),Shri Narayan Ashram (Id: C1110),Surat,Teacher Training,0,0,0,0,0,0,1,0,0,-0.5321654
405,406,Gujarat,Shree Somnath Sanskrit University Junagarh (Id: U0152),Shri Ram Yog Kendra (Id: C1140),Rajkot,Teacher Training,0,0,0,0,0,0,1,1,0,-0.24562012
406,407,Gujarat,Shree Somnath Sanskrit University Junagarh (Id: U0152),Shri Unnatpuram Sanskrit Mahavidyalaya (Id: C1111),Junagadh,Teacher Training,0,0,0,0,0,0,0,0,0,0
407,408,Gujarat,Veer Narmad South Gujarat University Surat (Id: U0153),Sardar Patel B. Ed. College (English Medium) (Id: C526),Surat,Teacher Training,17,83,100,4,5,9,0,1,11.12,-0.33019185
408,409,Gujarat,Veer Narmad South Gujarat University Surat (Id: U0153),The South Gujarat Institute of Medical Sciences (PGDMLT) (Id: C670),Navsari,Technical/Polytechnic,0,21,21,1,1,2,1,0,10.5,-0.6849433
409,410,Haryana,Ch. Devi Lal University Sirsa (Id: U0160),Mata Harki Devi College of Education for Women VillOdhan (Id: C22417),Sirsa,Teacher Training,0,198,198,7,10,17,0,1,11.65,-0.3545878
410,411,Haryana,Ch. Devi Lal University Sirsa (Id: U0160),Shaheed Baba Deep Singh College of Education Vill. Aharwan Ratia (Id: C22433),Fatehabad,Teacher Training,67,131,198,4,8,12,0,0,16.5,-0.75949967
411,412,Haryana,Ch. Devi Lal University Sirsa (Id: U0160),Surya College of Education Vill. Baliala Tohana (Id: C22425),Fatehabad,Teacher Training,0,0,0,0,0,0,1,0,0,-0.5321654
412,413,Haryana,Ch. Devi Lal University Sirsa (Id: U0160),Tirupati College of Education Sardulgarh Road Ratia (Id: C22451),Fatehabad,Teacher Training,148,149,297,10,13,23,0,0,12.92,-0.5947113
413,414,Haryana,Kurukshetra University Kurukshetra (Id: U0164),Aakash College of Education Hisar (Id: C10683),Hisar,Teacher Training,32,66,98,7,2,9,1,1,10.89,-0.53681153
414,415,Haryana,Kurukshetra University Kurukshetra (Id: U0164),Aakash College of Education Jind (Id: C10650),Jind,Teacher Training,59,140,199,5,4,9,0,1,22.12,-0.8365245
415,416,Haryana,Kurukshetra University Kurukshetra (Id: U0164),Haryana College of Education (Id: C10882),Jind,Teacher Training,0,0,0,0,0,0,1,1,0,-0.24562012
416,417,Haryana,Kurukshetra University Kurukshetra (Id: U0164),Lala Ami Chand Monga Memorial College of Education (Id: C10592),Ambala,Teacher Training,113,119,232,13,9,22,0,0,10.55,-0.4856193
417,418,Haryana,Kurukshetra University Kurukshetra (Id: U0164),Lord Krishna College of Education (Id: C10714),Ambala,Teacher Training,0,0,0,0,0,0,1,1,0,-0.24562012
418,419,Haryana,Kurukshetra University Kurukshetra (Id: U0164),Panipat Institute of Engg. and Technology (Id: C10575),Panipat,Technical/Polytechnic,1700,751,2451,109,67,176,0,0,13.93,-0.641202
419,420,Haryana,Kurukshetra University Kurukshetra (Id: U0164),R.S. Memorial College of Education (Id: C10774),Panipat,Teacher Training,51,147,198,3,13,16,1,1,12.38,-0.5931091
420,421,Haryana,Kurukshetra University Kurukshetra (Id: U0164),Shanti Niketan College of Education Agroha Mor (Id: C10547),Hisar,Teacher Training,0,0,0,0,0,0,0,0,0,0
421,422,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),BASANT LAL MEMORIAL COLLEGE OF EDUCATION (Id: C28460),Gurgaon,Teacher Training,0,0,0,0,0,0,0,0,0,0
422,423,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),B.S. A0GPURIA INSTITUTE OF EDUCATION (Id: C28064),Faridabad,Teacher Training,0,0,0,0,0,0,0,1,0,-0.14821967
423,424,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),CH. KATAR SINGH COLLEGE OF EDUCATION (Id: C28128),Sonipat,Teacher Training,0,0,0,0,0,0,0,0,0,0
424,425,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),GOVERNMENT COLLEGE OF EDUCATION 0R0UL (Id: C28146),Mahendragarh,Teacher Training,10,88,98,2,0,2,1,0,49,-2.4571087
425,426,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),H.D. COLLEGE OF EDUCATION (Id: C28401),Jhajjar,Teacher Training,24,76,100,7,0,7,0,1,14.29,-0.47610795
426,427,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),H.J. INSTITUTE OF EDUCAITON and TECHNOLOGY (Id: C28150),Mahendragarh,Teacher Training,0,0,0,0,0,0,0,0,0,0
427,428,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),J.R. KISSAN COLLEGE OF EDUCATION (Id: C28051),Rohtak,Teacher Training,0,0,0,0,0,0,0,0,0,0
428,429,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),MODERN COLLEGE OF EDUCATION PALI (Id: C28333),Rewari,Teacher Training,23,72,95,5,4,9,1,0,10.56,-0.6877056
429,430,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),RAM JAS COLLEGE OF EDUCATION (Id: C28149),Sonipat,Teacher Training,14,36,50,4,4,8,1,1,6.25,-0.40340114
430,431,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),R.P.S. COLLEGE OF EDUCATION (Id: C28402),Mahendragarh,Teacher Training,39,61,100,6,2,8,1,0,12.5,-0.77700406
431,432,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),SARDAR PARTEL COLLEGE OF EDUCATION (Id: C28493),Gurgaon,Teacher Training,37,159,196,3,9,12,1,0,16.34,-0.95376086
432,433,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),SHIV KARAN COLLEGE OF EDUCATION (Id: C28217),Sonipat,Teacher Training,0,0,0,0,0,0,0,1,0,-0.14821967
433,434,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),SHRI SAI BABA COLLEGE OF EDUCATION (Id: C28118),Jhajjar,Teacher Training,20,78,98,3,4,7,1,1,14,-0.6643843
434,435,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),Vaish Arya Kanya Mahavidyalya Technology and Managemen (Id: C28482),Jhajjar,Technical/Polytechnic,0,55,55,1,12,13,0,1,4.24,-0.09032038
435,436,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),VAISH COLLEGE OF EDUCATION Rohtak (Id: C32597),Rohtak,Teacher Training,81,253,334,3,19,22,1,0,15.19,-0.9008256
436,437,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),V.B. COLLEGE OF EDUCATION (Id: C28381),Rohtak,Teacher Training,49,148,197,4,11,15,0,1,13.14,-0.423173
437,438,Haryana,Maharshi Dayanand University Rohtak (Id: U0167),VENKTESHWARA COLLEGE OF EDUCAITON (Id: C28354),Sonipat,Teacher Training,0,0,0,0,0,0,1,0,0,-0.5321654
438,439,Haryana,Pt. Bhagat Dyal University of Health Science Rohtak (Id: U0174),Dr. Jai Parkash Sharma College of Nursing Yamunanagar (Id: C30772),Yamunanagar,Nursing,0,0,0,0,0,0,0,0,0,0
439,440,Haryana,Pt. Bhagat Dyal University of Health Science Rohtak (Id: U0174),Shrbati College of Nursing Gayushala Road Mahandergarh (Id: C30751),Mahendragarh,Nursing,0,0,0,0,0,0,1,0,0,-0.5321654
440,441,Himachal Pradesh,Himachal Pradesh Technical University Hamirpur (Id: U0598),Himachal Institute of Engg. and Tech. Vidya Nagar Shahpur Kangra (Id: C11367),Kangra,Technical/Polytechnic,559,83,642,24,6,30,1,0,21.4,-1.1866734
441,442,Himachal Pradesh,Himachal Pradesh Technical University Hamirpur (Id: U0598),SIRDA Institute of Engineering and Technology for Women Naulakda Troat Sunder Nagar Distt Mandi (Id: C11328),Mandi,Technical/Polytechnic,188,263,451,18,10,28,0,0,16.11,-0.7415476
442,443,Himachal Pradesh,Himachal Pradesh University  Shimla (Id: U0183),Dr. Sharma Prasad Mukherjee College of Physical Education Nurpur Distt Kangra (Id: C11311),Kangra,Technical/Polytechnic,3,7,10,1,2,3,0,1,3.34,-0.06887318
443,444,Himachal Pradesh,Himachal Pradesh University  Shimla (Id: U0183),Murari Lal Memorial College of Nursing Solan Distt. Solan (Id: C11310),Solan,Nursing,0,0,0,0,0,0,1,0,0,-0.5321654
444,445,Himachal Pradesh,Himachal Pradesh University  Shimla (Id: U0183),Shiksha Bharti B.Ed College Kotla Khurd Distt Una (Id: C11260),Una,Teacher Training,0,0,0,0,0,0,1,0,0,-0.5321654
445,446,Himachal Pradesh,Himachal Pradesh University  Shimla (Id: U0183),Shri Lal Devi Annapurna Sanskrit College Ramsheela Lakkar Bazar Kullu (Id: C11333),Kullu,Teacher Training,0,0,0,0,0,0,0,0,0,0
446,447,Jammu and Kashmir,University of Jammu Jammu Tawi (Id: U0195),Shivalik College of Education (Id: C22901),Udhampur,Teacher Training,78,123,201,2,8,10,1,0,20.1,-1.1268348
447,448,Jammu and Kashmir,University of Kashmir Srinagar (Id: U0196),ALAMDAR COLLEGE OF EDUCATION BARAMULLAH (Id: C45959),Baramula,Teacher Training,0,0,0,0,0,0,0,0,0,0
448,449,Jammu and Kashmir,University of Kashmir Srinagar (Id: U0196),FRANKLIN COLLEGE OF EDUCATION BARAMULLAH (Id: C45963),Baramula,Teacher Training,75,56,131,9,4,13,1,1,10.08,-0.5062065
449,450,Jammu and Kashmir,University of Kashmir Srinagar (Id: U0196),Govt. Dental College Srinagar (Id: C21425),Srinagar,Technical/Polytechnic,90,108,198,31,11,42,0,1,4.72,-0.10175905
450,451,Jammu and Kashmir,University of Kashmir Srinagar (Id: U0196),SHADAB COLLEGE OF EDUCATION SRI0GAR (Id: C46011),Srinagar,Teacher Training,0,0,0,0,0,0,1,1,0,-0.24562012
451,452,Jammu and Kashmir,University of Kashmir Srinagar (Id: U0196),SUBHAN INSTITUTE OF EDUCATIO0L TENCHNOLOGY BARAMULLAH (Id: C45973),Baramula,Teacher Training,0,0,0,0,0,0,1,1,0,-0.24562012
452,453,Jammu and Kashmir,University of Kashmir Srinagar (Id: U0196),TAHIRA KHA0MS COLLEGE OF EDUCATION SRI0GAR (Id: C46013),Srinagar,Teacher Training,0,0,0,0,0,0,0,1,0,-0.14821967
453,454,Jharkhand,NilamberPitamber University Palamu (Id: U0208),Anand Shanker Rotary B.Ed. CollegeChainpur (Id: C42764),Palamu,Teacher Training,50,50,100,6,2,8,0,1,12.5,-0.3937137
454,455,Jharkhand,NilamberPitamber University Palamu (Id: U0208),Indra Singh B.Ed. CollegeGarhwa (Id: C42768),Garhwa,Teacher Training,40,60,100,8,2,10,0,1,10,-0.2786376
455,456,Karnataka,Bangalore University Bangalore (Id: U0215),AE and CS Pavan College Physical Education Kolar563 101. (Id: C21083),Kolar,Teacher Training,18,16,34,6,0,6,0,1,5.67,-0.124397665
456,457,Karnataka,Bangalore University Bangalore (Id: U0215),Chinmaya Institute of Management CO Chinmaya Mission Hospital CMH Road Indiranagar Bangalore 38. (Id: C20695),Bangalore,Technical/Polytechnic,0,0,0,0,0,0,0,1,0,-0.14821967
457,458,Karnataka,Bangalore University Bangalore (Id: U0215),Indira B.Ed. College Boodkiote563 114 Bangarpet Taluk Kolar District. (Id: C20628),Kolar,Teacher Training,19,21,40,6,2,8,1,1,5,-0.37361318
458,459,Karnataka,Bangalore University Bangalore (Id: U0215),S.J.E.S College of Hotel Mangament Medahalli Old Madras Road Bangalore49 (Id: C21136),Bangalore,Technical/Polytechnic,0,0,0,0,0,0,1,0,0,-0.5321654
459,460,Karnataka,Bangalore University Bangalore (Id: U0215),Sri Gangarasa College of Fine Arts Kengal Channapatna571501. (Id: C20825),Ramanagara,Technical/Polytechnic,6,0,6,7,1,8,0,0,0.75,-0.034522705
460,461,Karnataka,Bangalore University Bangalore (Id: U0215),University Vishweshwaraya College of Engineering (Id: C17613),Bangalore,Technical/Polytechnic,1899,822,2721,82,21,103,0,0,26.42,-1.21612
461,462,Karnataka,Davangere University Davangere (Id: U0218),Nutan College of EducationDavangere577004 (Id: C17729),Davanagere,Technical/Polytechnic,36,64,100,4,2,6,1,0,16.67,-0.9689505
462,463,Karnataka,Gulbarga University Gulbarga (Id: U0219),B245 K R E Society College of Education Bidar (Id: C9261),Bidar,Teacher Training,16,33,49,4,4,8,0,0,6.13,-0.28216568
463,464,Karnataka,Gulbarga University Gulbarga (Id: U0219),D494 Shivasharana Hemadri Mallama college Of Education Lingasugur (Id: C9234),Raichur,Teacher Training,0,0,0,0,0,0,0,0,0,0
464,465,Karnataka,Kannada University Hampi Kamalapura (Id: U0226),Aadarsha Chitrakala Mahavidyalaya Indi (Id: C26671),Bijapur,Technical/Polytechnic,0,0,0,0,0,0,0,0,0,0
465,466,Karnataka,Kannada University Hampi Kamalapura (Id: U0226),Basaveshwara Chitrakala Mahavidyalaya Basavakalyan (Id: C26720),Bidar,Technical/Polytechnic,46,26,72,13,1,14,0,0,5.15,-0.23705587
466,467,Karnataka,Kannada University Hampi Kamalapura (Id: U0226),Bharatiya Kalakendra Dharwad (Id: C26672),Dharwad,Technical/Polytechnic,0,0,0,0,0,0,1,1,0,-0.24562012
